279341.941,2785200.621,2079.765
279341.94,2785202.958,2079.664
279342.015,2785203.177,2079.565
279341.716,2785201.616,2079.533
279342.005,2785199.576,2079.279
279342.032,2785201.856,2079.378
279341.984,2785201.076,2079.535
279341.851,2785199.922,2079.219
279341.78,2785200.967,2079.597
279341.875,2785201.937,2079.747
279341.733,2785202.098,2079.76
279341.958,2785199.893,2079.501
279341.877,2785200.712,2079.323
279341.859,2785200.408,2079.755
279341.935,2785200.19,2079.262
279341.87,2785201.163,2079.775
279341.985,2785201.752,2079.592
279341.91,2785201.582,2079.624
279341.831,2785200.274,2079.425
279342.042,2785201.596,2079.418
279342.049,2785199.738,2079.135
279341.923,2785202.487,2079.428
279341.852,2785203.16,2079.674
279341.773,2785203.324,2079.787
279341.95,2785202.637,2079.613
279341.85,2785200.154,2079.582
279341.807,2785201.352,2079.75
279341.801,2785201.54,2079.786
279341.982,2785200.408,2079.529
279342.009,2785199.795,2079.357
279341.939,2785200.389,2079.314
279341.999,2785205.395,2079.775
279342.053,2785204.201,2079.611
279342.029,2785205.111,2079.698
279341.737,2785199.803,2079.594
279341.983,2785203.428,2079.521
279342.069,2785204.588,2079.614
279342.063,2785203.535,2079.665
279341.812,2785201.86,2079.529
279342.103,2785202.487,2079.663
279341.862,2785206.087,2080.24
279341.956,2785206.82,2080.405
279342.002,2785207.792,2080.299
279341.975,2785205.234,2080.113
279341.948,2785207.496,2080.32
279342.065,2785204.896,2079.931
279341.991,2785206.771,2080.049
279342.069,2785206.292,2079.901
279341.992,2785206.266,2080.159
279341.841,2785203.216,2079.927
279341.839,2785205.233,2080.243
279341.864,2785203.078,2080.073
279341.998,2785207.142,2080.245
279341.995,2785208.111,2080.371
279341.814,2785207.311,2080.377
279341.885,2785202.958,2079.86
279341.909,2785206.272,2080.288
279342.014,2785208.537,2080.268
279341.995,2785205.2,2079.91
279342.071,2785206.033,2079.994
279342.017,2785205.407,2080.049
279341.837,2785204.58,2080.289
279341.904,2785206.969,2080.373
279342.017,2785208.303,2080.306
279342.069,2785207.551,2080.182
279341.959,2785206.435,2080.243
279342.061,2785201.764,2079.924
279341.892,2785205.986,2080.044
279341.857,2785205.642,2080.168
279341.877,2785205.645,2079.922
279341.918,2785204.818,2080.07
279341.807,2785206.785,2080.307
279341.834,2785202.229,2079.884
279341.912,2785204.07,2079.975
279341.75,2785202.548,2079.849
279342.021,2785207.954,2080.419
279341.997,2785205.982,2080.292
279342.046,2785206.75,2079.872
279341.928,2785202.511,2080.125
279341.867,2785204.131,2080.223
279342.009,2785207.74,2080.098
279342.007,2785205.835,2079.886
279341.781,2785206.178,2080.368
279342.053,2785208.146,2080.172
279341.787,2785205.447,2080.134
279341.857,2785206.553,2080.219
279341.787,2785205.807,2080.343
279341.942,2785203.674,2080.123
279342.068,2785204.19,2080.01
279342.088,2785204.661,2080.091
279342.089,2785205.575,2080.006
279342.015,2785202.289,2079.858
279341.85,2785201.287,2079.571
279341.993,2785203.977,2079.754
279341.995,2785200.843,2079.247
279341.985,2785201.426,2079.304
279342.022,2785203.725,2079.474
279341.833,2785203.462,2079.926
279342.037,2785207.311,2080.263
279342.083,2785207.375,2080.097
279342.054,2785208.434,2080.084
279342.084,2785204.159,2079.825
279341.883,2785201.664,2079.922
279341.974,2785200.499,2079.143
279341.963,2785203.598,2079.821
279342.025,2785204.642,2079.816
279341.957,2785206.722,2080.204
279341.859,2785204.586,2080.105
279342.02,2785205.713,2080.088
279341.992,2785206.53,2079.989
279341.999,2785206.614,2080.286
279341.901,2785202.776,2079.745
279342.116,2785202.048,2079.816
279341.962,2785203.339,2079.732
279341.791,2785202.751,2079.91
279341.897,2785205.857,2080.208
279341.901,2785202.776,2079.745
279341.94,2785202.958,2079.664
279341.716,2785201.616,2079.533
279342.005,2785199.576,2079.279
279342.116,2785202.048,2079.816
279342.032,2785201.856,2079.378
279341.947,2785202.246,2079.597
279341.984,2785201.076,2079.535
279341.741,2785200.687,2079.546
279341.875,2785201.937,2079.747
279341.733,2785202.098,2079.76
279341.958,2785199.893,2079.501
279341.877,2785200.712,2079.323
279341.935,2785200.19,2079.262
279341.87,2785201.163,2079.775
279341.91,2785201.582,2079.624
279342.042,2785201.596,2079.418
279341.996,2785202.223,2079.263
279342.068,2785202.292,2079.42
279342.049,2785199.738,2079.135
279341.923,2785202.487,2079.428
279342.011,2785201.937,2079.541
279341.924,2785200.827,2079.487
279341.669,2785199.596,2079.507
279341.974,2785200.499,2079.143
279341.982,2785200.408,2079.529
279341.992,2785201.085,2079.333
279341.939,2785200.389,2079.314
279342.07,2785202.808,2079.41
279341.812,2785201.86,2079.529
279342.103,2785202.487,2079.663
279341.791,2785202.751,2079.91
279342.061,2785201.764,2079.924
279341.834,2785202.229,2079.884
279341.75,2785202.548,2079.849
279341.928,2785202.511,2080.125
279341.975,2785199.645,2079.605
279341.995,2785200.843,2079.247
279341.883,2785201.664,2079.922
279341.78,2785200.448,2079.451
279341.737,2785199.803,2079.594
279341.85,2785201.287,2079.571
279341.985,2785201.426,2079.304
279341.801,2785201.54,2079.786
279341.885,2785202.958,2079.86
279345.327,2785186.799,2077.478
279344.573,2785188.02,2078.244
279344.958,2785187.245,2077.834
279345.621,2785186.129,2077.992
279344.682,2785187.983,2077.823
279345.801,2785185.726,2077.362
279344.852,2785187.529,2078.108
279345.469,2785186.359,2077.454
279344.993,2785187.458,2077.691
279344.885,2785187.93,2077.755
279345.487,2785186.633,2077.886
279346.147,2785185.439,2077.096
279345.451,2785186.707,2077.574
279345.331,2785186.991,2077.96
279345.347,2785186.902,2077.674
279345.16,2785187.222,2077.733
279344.752,2785187.641,2077.895
279345.196,2785186.951,2077.846
279344.976,2785187.197,2078.129
279345.303,2785186.629,2077.74
279345.276,2785186.466,2077.894
279345.728,2785185.985,2077.165
279346.027,2785185.318,2077.257
279345.912,2785185.336,2077.795
279344.891,2785187.647,2077.616
279345.669,2785186.261,2077.442
279346.155,2785185.153,2077.444
279345.123,2785187.289,2078.064
279345.781,2785185.744,2077.704
279344.702,2785188.003,2078.016
279345.736,2785186.031,2077.42
279345.133,2785187.641,2077.657
279344.94,2785187.753,2077.81
279344.767,2785188.135,2078.147
279346.26,2785185.527,2077.436
279344.933,2785188.056,2078.087
279344.602,2785187.852,2078.086
279345.503,2785186.269,2077.774
279344.975,2785187.531,2077.938
279344.575,2785188.141,2077.71
279345.502,2785186.083,2077.802
279345.982,2785185.18,2077.665
279345.3,2785186.73,2077.965
279346.021,2785185.653,2077.815
279355.715,2785190.802,2078.294
279358.096,2785186.965,2077.365
279358.475,2785186.163,2076.963
279358.32,2785186.503,2077.246
279358.764,2785185.494,2076.91
279353.107,2785202.696,2079.291
279353.113,2785202.99,2079.445
279353.279,2785205.601,2079.608
279355.959,2785190.74,2078.114
279353.243,2785203.818,2079.558
279357.447,2785187.93,2077.457
279357.813,2785187.144,2077.179
279353.287,2785204.171,2079.589
279357.661,2785187.53,2077.29
279356.774,2785189.202,2077.667
279356.217,2785190.408,2077.83
279358.024,2785186.977,2077.092
279358.377,2785186.267,2077.158
279357.24,2785188.271,2077.673
279356.505,2785190.094,2077.75
279357.137,2785188.645,2077.612
279357.051,2785189.076,2077.467
279357.365,2785188.504,2077.416
279356.847,2785189.368,2077.567
279357.743,2785187.583,2077.451
279358.25,2785187.008,2077.13
279358.063,2785187.441,2077.162
279358.595,2785185.806,2077.167
279356.688,2785189.607,2077.973
279357.416,2785188.114,2077.662
279353.375,2785204.29,2079.759
279353.39,2785202.209,2079.509
279353.202,2785203.722,2079.382
279353.175,2785206.231,2079.811
279353.192,2785202.187,2079.535
279353.105,2785203.256,2079.444
279353.197,2785204.506,2079.814
279353.28,2785203.376,2079.692
279355.866,2785190.703,2078.267
279353.296,2785203.059,2079.651
279353.164,2785204.613,2079.394
279353.171,2785202.288,2079.283
279353.323,2785205.36,2079.809
279353.286,2785202.668,2079.372
279357.991,2785187.174,2077.1
279358.573,2785185.762,2076.97
279358.445,2785185.855,2077.266
279357.011,2785188.484,2077.707
279353.307,2785206.431,2079.719
279353.142,2785202.361,2079.577
279356.379,2785190.198,2077.884
279358.23,2785186.354,2076.947
279356.493,2785189.71,2077.907
279357.777,2785187.043,2077.342
279358.731,2785185.341,2077.1
279353.133,2785202.758,2079.463
279356.236,2785190.077,2077.987
279353.186,2785204.35,2079.565
279356.854,2785189.122,2077.524
279356.149,2785190.256,2078.1
279353.157,2785202.543,2079.727
279353.194,2785202.844,2079.632
279356.497,2785189.506,2078.059
279353.08,2785203.247,2079.649
279356.958,2785188.747,2077.483
279356.311,2785190.003,2077.738
279356.338,2785189.844,2078.064
279358.075,2785186.571,2077.284
279353.1,2785206.026,2079.762
279357.415,2785187.792,2077.593
279353.413,2785203.899,2079.611
279353.464,2785202.499,2079.27
279353.428,2785202.894,2079.282
279356.146,2785190.793,2078.06
279355.985,2785190.918,2078.18
279353.381,2785202.345,2079.346
279357.183,2785188.469,2077.651
279359.085,2785185.274,2076.723
279353.525,2785204.41,2079.327
279353.459,2785204.575,2079.441
279357.611,2785187.805,2077.432
279357.596,2785188.055,2077.206
279356.104,2785190.844,2077.865
279358.151,2785187.04,2076.95
279357.375,2785188.337,2077.331
279358.404,2785186.5,2076.957
279359.007,2785185.424,2076.8
279357.939,2785187.046,2077.436
279358.802,2785185.534,2077.11
279357.894,2785187.369,2077.164
279353.376,2785202.376,2079.667
279356.368,2785190.17,2078.169
279357.439,2785188.479,2077.684
279357.165,2785189.018,2077.81
279356.317,2785190.887,2077.974
279356.209,2785191.053,2078.164
279353.697,2785202.323,2079.238
279353.299,2785205.194,2079.885
279353.263,2785206.602,2079.949
279353.232,2785207.748,2080.187
279353.303,2785206.935,2079.881
279353.299,2785208.322,2080.197
279353.252,2785205.777,2079.84
279353.318,2785204.909,2079.833
279353.098,2785206.812,2079.924
279353.169,2785209.749,2080.35
279353.243,2785207.371,2080.123
279353.299,2785205.462,2080.077
279353.471,2785207.745,2080.043
279353.376,2785209.429,2080.385
279353.432,2785208.27,2080
279353.186,2785210.565,2080.318
